"seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"20",43657573,43657972,400,"*","*",0.360463323143666,"Distal Intergenic",20,43652523,43653291,769,1,"ENSG00000215467","ENST00000358609",5050,NA,NA,NA
"6",150004866,150005265,400,"*","*",0.400293924744025,"Promoter (<=1kb)",6,149998019,150005166,7148,2,"ENSG00000218358","ENST00000533735",0,"646024","RAET1K","retinoic acid early transcript 1K pseudogene"
"2",218710912,218711311,400,"*","*",0.390225909889986,"Promoter (<=1kb)",2,218710912,218738199,27288,1,"ENSG00000135912","ENST00000437755",0,"9654","TTLL4","tubulin tyrosine ligase like 4"
"2",151828066,151828465,400,"*","*",0.371432378606181,"Promoter (<=1kb)",2,151789078,151828441,39364,2,"ENSG00000162980","ENST00000446896",0,"26225","ARL5A","ADP ribosylation factor like GTPase 5A"
"11",20363713,20364112,400,"*","*",0.372413570738003,"Promoter (<=1kb)",11,20363714,20383782,20069,1,"ENSG00000109854","ENST00000451739",0,"10553","HTATIP2","HIV-1 Tat interactive protein 2"
"19",50024957,50025356,400,"*","*",0.37207095933175,"Promoter (<=1kb)",19,49981700,50025327,43628,2,"ENSG00000105053","ENST00000594092",0,"51231","VRK3","VRK serine/threonine kinase 3"
"12",24837774,24838173,400,"*","*",0.404189303895035,"Intron (ENST00000261192/ENSG00000060982, intron 7 of 10)",12,24830421,24836558,6138,1,"ENSG00000256482","ENST00000545410",7353,NA,NA,NA
"7",50739773,50740172,400,"*","*",0.446558500463135,"Intron (ENST00000335866/ENSG00000106070, intron 2 of 16)",7,50592580,50732353,139774,2,"ENSG00000106070","ENST00000357271",-7420,"2887","GRB10","growth factor receptor bound protein 10"
"7",90346541,90346940,400,"*","*",0.399509836447663,"Promoter (<=1kb)",7,90346665,90385890,39226,1,"ENSG00000105793","ENST00000257659",0,"85865","GTPBP10","GTP binding protein 10"
"16",27268771,27269170,400,"*","*",0.379982191443708,"Promoter (<=1kb)",16,27224994,27268772,43779,2,"ENSG00000169189","ENST00000361439",0,"197370","NSMCE1","NSE1 homolog, SMC5-SMC6 complex component"
"7",64666080,64666479,400,"*","*",0.346984996587221,"Promoter (<=1kb)",7,64666099,64710602,44504,1,"ENSG00000196247","ENST00000395391",0,"51427","ZNF107","zinc finger protein 107"
"9",121074961,121075360,400,"*","*",0.340658371371565,"Promoter (<=1kb)",9,121074962,121144242,69281,1,"ENSG00000119397","ENST00000688313",0,"11064","CNTRL","centriolin"
"18",59900133,59900532,400,"*","*",0.380632167439638,"Promoter (<=1kb)",18,59900036,59902963,2928,1,"ENSG00000141682","ENST00000590596",97,"5366","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1"
"17",27578905,27579304,400,"*","*",0.295958770701738,"Promoter (1-2kb)",17,27577456,27585960,8505,1,"ENSG00000141068","ENST00000579399",1449,"8844","KSR1","kinase suppressor of ras 1"
"10",74978062,74978461,400,"*","*",0.450458988645343,"Promoter (1-2kb)",10,74976521,75026164,49644,1,"ENSG00000156650","ENST00000490365",1541,"23522","KAT6B","lysine acetyltransferase 6B"
"6",73461938,73462337,400,"*","*",0.311921443424517,"Promoter (<=1kb)",6,73461975,73502427,40453,1,"ENSG00000135297","ENST00000679591",0,"25821","MTO1","mitochondrial tRNA translation optimization 1"
"22",42437667,42438111,445,"*","*",0.389102609070368,"Promoter (<=1kb)",22,42438023,42446195,8173,1,"ENSG00000230107","ENST00000428765",0,NA,NA,NA
"14",68795651,68796050,400,"*","*",0.339218203013958,"Promoter (<=1kb)",14,68789955,68796081,6127,2,"ENSG00000185650","ENST00000557022",31,"677","ZFP36L1","ZFP36 ring finger protein like 1"
"21",33976267,33976666,400,"*","*",0.306103082898516,"Exon (ENST00000427447/ENSG00000237945, exon 3 of 3)",21,33969519,33977703,8185,1,"ENSG00000237945","ENST00000609132",6748,"100506334","LINC00649","long intergenic non-protein coding RNA 649"
"5",173887809,173888208,400,"*","*",0.386323288482897,"Promoter (<=1kb)",5,173888349,173961980,73632,1,"ENSG00000113742","ENST00000265085",-141,"80315","CPEB4","cytoplasmic polyadenylation element binding protein 4"
"21",44300602,44301001,400,"*","*",0.306060408289498,"Promoter (<=1kb)",21,44300106,44304318,4213,1,"ENSG00000141959","ENST00000628044",496,"5211","PFKL","phosphofructokinase, liver type"
"14",58299444,58299843,400,"*","*",0.349308539943193,"Promoter (<=1kb)",14,58299537,58373887,74351,1,"ENSG00000032219","ENST00000431317",0,"5926","ARID4A","AT-rich interaction domain 4A"
"5",134555223,134555622,400,"*","*",0.276143538294187,"Intron (ENST00000431355/ENSG00000043143, intron 4 of 8)",5,134564172,134575737,11566,1,"ENSG00000043143","ENST00000470876",-8550,"23338","JADE2","jade family PHD finger 2"
"10",31348084,31348483,400,"*","*",0.404679047495413,"Intron (ENST00000488625/ENSG00000148516, intron 2 of 12)",10,31355144,31461236,106093,1,"ENSG00000148516","ENST00000493835",-6661,"6935","ZEB1","zinc finger E-box binding homeobox 1"
"12",46219734,46220133,400,"*","*",0.307928274087948,"Intron (ENST00000398637/ENSG00000111371, intron 5 of 16)",12,46239106,46239473,368,2,"ENSG00000274591","ENST00000611566",19340,NA,NA,NA
"3",58116076,58116475,400,"*","*",0.386675039034251,"Intron (ENST00000490882/ENSG00000136068, intron 18 of 46)",3,58132078,58172251,40174,1,"ENSG00000136068","ENST00000481470",-15603,"2317","FLNB","filamin B"
"18",31943419,31943818,400,"*","*",0.403782004451625,"Promoter (<=1kb)",18,31829938,31943136,113199,2,"ENSG00000153339","ENST00000580104",-283,"22878","TRAPPC8","trafficking protein particle complex subunit 8"
"19",23249988,23250407,420,"*","*",0.345260528137481,"Promoter (<=1kb)",19,23221599,23250394,28796,2,"ENSG00000196081","ENST00000418100",0,"440519","ZNF724","zinc finger protein 724"
"16",28192620,28193019,400,"*","*",0.299453040547199,"Intron (ENST00000304658/ENSG00000169180, intron 1 of 23)",16,28183318,28183430,113,1,"ENSG00000200138","ENST00000363268",9302,"106480308","RNY1P10","RNY1 pseudogene 10"
"1",6580004,6580403,400,"*","*",0.348957744112331,"Promoter (<=1kb)",1,6580017,6582245,2229,1,"ENSG00000204859","ENST00000435905",0,"3104","ZBTB48","zinc finger and BTB domain containing 48"
"2",230347589,230347988,400,"*","*",0.297701705229703,"Intron (ENST00000444636/ENSG00000185404, intron 2 of 14)",2,230342070,230372744,30675,1,"ENSG00000185404","ENST00000458341",5519,"93349","SP140L","SP140 nuclear body protein like"
"2",26786029,26786428,400,"*","*",0.36510933973811,"Promoter (<=1kb)",2,26786056,26794589,8534,1,"ENSG00000115163","ENST00000335756",0,"1058","CENPA","centromere protein A"
"6",107957710,107958109,400,"*","*",0.330642696706568,"Promoter (<=1kb)",6,107911168,107957931,46764,2,"ENSG00000025796","ENST00000484803",0,"11231","SEC63","SEC63 homolog, protein translocation regulator"
"5",179858423,179858822,400,"*","*",0.410804482659352,"Promoter (<=1kb)",5,179836634,179858806,22173,2,"ENSG00000161010","ENST00000518235",0,"51149","MRNIP","MRN complex interacting protein"
"5",132293930,132294329,400,"*","*",0.400771784985486,"Promoter (<=1kb)",5,132294394,132344190,49797,1,"ENSG00000197208","ENST00000200652",-65,"6583","SLC22A4","solute carrier family 22 member 4"
"7",38178151,38178550,400,"*","*",0.371613293845038,"Promoter (<=1kb)",7,38178245,38230669,52425,1,"ENSG00000010270","ENST00000009041",0,"83930","STARD3NL","STARD3 N-terminal like"
"1",212608211,212608610,400,"*","*",0.386394449730182,"Promoter (<=1kb)",1,212608628,212620772,12145,1,"ENSG00000162772","ENST00000613954",-18,"467","ATF3","activating transcription factor 3"
"6",149717597,149717996,400,"*","*",0.299000815157187,"Promoter (<=1kb)",6,149717621,149718888,1268,1,"ENSG00000278899","ENST00000623174",0,"645967","LOC645967","uncharacterized LOC645967"
"2",202375713,202376112,400,"*","*",0.427338347212513,"Promoter (<=1kb)",2,202374932,202375604,673,2,"ENSG00000273456","ENST00000607928",-109,NA,NA,NA
"9",91193858,91194257,400,"*","*",0.389314780769452,"Promoter (<=1kb)",9,91193809,91195055,1247,1,"ENSG00000289123","ENST00000692539",49,NA,NA,NA
"20",3846832,3847231,400,"*","*",0.336497655810598,"Promoter (<=1kb)",20,3846834,3876118,29285,1,"ENSG00000088888","ENST00000428216",0,"57506","MAVS","mitochondrial antiviral signaling protein"
"17",78214233,78214632,400,"*","*",0.368938267265821,"Promoter (<=1kb)",17,78214253,78225635,11383,1,"ENSG00000089685","ENST00000350051",0,"332","BIRC5","baculoviral IAP repeat containing 5"
"X",119574488,119574887,400,"*","*",0.372996288393652,"Promoter (<=1kb)",23,119574536,119583347,8812,1,"ENSG00000077721","ENST00000346330",0,"7319","UBE2A","ubiquitin conjugating enzyme E2 A"
"5",133968245,133968644,400,"*","*",0.282046175017998,"Promoter (<=1kb)",5,133955510,133968625,13116,2,"ENSG00000113583","ENST00000231512",0,"56951","C5orf15","chromosome 5 open reading frame 15"
"14",49768545,49768950,406,"*","*",0.327020523056544,"Promoter (<=1kb)",14,49768801,49778259,9459,1,"ENSG00000165516","ENST00000553538",0,"23588","KLHDC2","kelch domain containing 2"
"9",75087751,75088150,400,"*","*",0.329539210627252,"Promoter (<=1kb)",9,75082709,75087811,5103,2,"ENSG00000106733","ENST00000466137",0,"54981","NMRK1","nicotinamide riboside kinase 1"
"1",65050150,65050549,400,"*","*",0.420773555315971,"Intron (ENST00000672434/ENSG00000162434, intron 2 of 26)",1,65057755,65057842,88,2,"ENSG00000265996","ENST00000580455",7293,"100500854","MIR3671","microRNA 3671"
"13",31045549,31045948,400,"*","*",0.338467712825437,"Intron (ENST00000689652/ENSG00000286286, intron 3 of 4)",13,31037049,31056302,19254,2,"ENSG00000286286","ENST00000689652",10354,NA,NA,NA
"11",119321376,119321903,528,"*","*",0.348539404909525,"Promoter (<=1kb)",11,119314893,119321521,6629,2,"ENSG00000076706","ENST00000530144",0,"4162","MCAM","melanoma cell adhesion molecule"
"22",21001252,21001651,400,"*","*",0.329739624792736,"Promoter (<=1kb)",22,21000272,21001518,1247,2,"ENSG00000184436","ENST00000488975",0,"80764","THAP7","THAP domain containing 7"
"2",135820168,135820567,400,"*","*",0.341856912759588,"Promoter (<=1kb)",2,135820191,135823087,2897,1,"ENSG00000226806","ENST00000437007",0,"100507600","LCT-AS1","LCT antisense RNA 1"
"3",15292048,15292447,400,"*","*",0.320000688389252,"Intron (ENST00000383791/ENSG00000131370, intron 3 of 8)",3,15258865,15276045,17181,2,"ENSG00000131370","ENST00000366391",-16003,"9467","SH3BP5","SH3 domain binding protein 5"
"10",119541585,119541984,400,"*","*",0.351965107808844,"Promoter (<=1kb)",10,119499817,119542719,42903,2,"ENSG00000148908","ENST00000369103",735,"6001","RGS10","regulator of G protein signaling 10"
"11",86202251,86202650,400,"*","*",0.403663699285493,"Distal Intergenic",11,86195132,86196266,1135,1,"ENSG00000254502","ENST00000530657",7119,NA,NA,NA
"15",99566407,99566806,400,"*","*",0.399726607442566,"Promoter (<=1kb)",15,99566483,99645739,79257,1,"ENSG00000068305","ENST00000559903",0,"4205","MEF2A","myocyte enhancer factor 2A"
"14",104816260,104816659,400,"*","*",0.385385566865903,"Promoter (<=1kb)",14,104815449,104815753,305,2,"ENSG00000279140","ENST00000625139",-507,NA,NA,NA
"19",23686800,23687199,400,"*","*",0.335080703275193,"Promoter (<=1kb)",19,23525631,23687197,161567,2,"ENSG00000197372","ENST00000601935",0,"171392","ZNF675","zinc finger protein 675"
"2",135531691,135532090,400,"*","*",0.337404779337421,"Promoter (<=1kb)",2,135531527,135632001,100475,1,"ENSG00000048991","ENST00000488035",164,"23518","R3HDM1","R3H domain containing 1"
"2",168195346,168195745,400,"*","*",0.343655295831599,"Intron (ENST00000355999/ENSG00000198648, intron 1 of 17)",2,168231921,168232220,300,2,"ENSG00000238259","ENST00000458411",36475,NA,NA,NA
"3",18772917,18773316,400,"*","*",0.396604732583675,"Intron (ENST00000626982/ENSG00000228956, intron 4 of 4)",3,18745744,18747491,1748,1,"ENSG00000228956","ENST00000453361",27173,NA,NA,NA
"11",63986384,63986783,400,"*","*",0.351238531794266,"Promoter (<=1kb)",11,63986438,63998412,11975,1,"ENSG00000167770","ENST00000538426",0,"55611","OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1"
"3",141231252,141231651,400,"*","*",0.341657354663596,"Promoter (<=1kb)",3,141231784,141321722,89939,1,"ENSG00000155893","ENST00000636601",-133,"92370","PXYLP1","2-phosphoxylose phosphatase 1"
"14",20460783,20461182,400,"*","*",0.353617463878649,"Promoter (<=1kb)",14,20460261,20460893,633,2,"ENSG00000165782","ENST00000556093",0,"90809","PIP4P1","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1"
"19",17309467,17309866,400,"*","*",0.318516027874799,"Promoter (<=1kb)",19,17309518,17320492,10975,1,"ENSG00000130311","ENST00000593466",0,"79016","DDA1","DET1 and DDB1 associated 1"
"5",32444334,32444733,400,"*","*",0.317144736744405,"Promoter (<=1kb)",5,32419820,32444496,24677,2,"ENSG00000056097","ENST00000505204",0,"51663","ZFR","zinc finger RNA binding protein"
"1",116826051,116826450,400,"*","*",0.282139485358597,"Distal Intergenic",1,116775104,116775623,520,2,"ENSG00000225079","ENST00000456305",-50428,"100462772","FTH1P22","ferritin heavy chain 1 pseudogene 22"
"8",22440994,22441393,400,"*","*",0.301324061948935,"Promoter (<=1kb)",8,22441078,22541125,100048,1,"ENSG00000120910","ENST00000240139",0,"5533","PPP3CC","protein phosphatase 3 catalytic subunit gamma"
"6",170306737,170307136,400,"*","*",0.38393284602449,"Promoter (<=1kb)",6,170306758,170405642,98885,1,"ENSG00000112584","ENST00000625626",0,"84498","FAM120B","family with sequence similarity 120B"
"17",39200317,39200716,400,"*","*",0.328682990161488,"Promoter (<=1kb)",17,39200317,39204727,4411,1,"ENSG00000108298","ENST00000577741",0,"6143","RPL19","ribosomal protein L19"
"14",67360343,67360742,400,"*","*",0.36292528422036,"Promoter (<=1kb)",14,67360353,67374648,14296,1,"ENSG00000134001","ENST00000556724",0,"1965","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha"
"9",128723745,128724144,400,"*","*",0.311882507042677,"Promoter (<=1kb)",9,128720870,128724123,3254,2,"ENSG00000160446","ENST00000372667",0,"84885","ZDHHC12","zinc finger DHHC-type palmitoyltransferase 12"
"9",120842564,120842963,400,"*","*",0.295973285611952,"Promoter (<=1kb)",9,120816053,120842922,26870,2,"ENSG00000095261","ENST00000210313",0,"5711","PSMD5","proteasome 26S subunit, non-ATPase 5"
"1",35506311,35506710,400,"*","*",0.331131739943476,"Promoter (<=1kb)",1,35460308,35506867,46560,2,"ENSG00000142687","ENST00000431916",157,"79932","KIAA0319L","KIAA0319 like"
"15",72686038,72686437,400,"*","*",0.33418404366942,"Promoter (<=1kb)",15,72686179,72738475,52297,1,"ENSG00000140463","ENST00000395205",0,"585","BBS4","Bardet-Biedl syndrome 4"
"9",62802281,62802680,400,"*","*",0.304575044725198,"Promoter (<=1kb)",9,62802320,62802438,119,2,"ENSG00000202474","ENST00000365604",0,"100873536","RNA5SP283","RNA, 5S ribosomal pseudogene 283"
"5",59609570,59609969,400,"*","*",0.390554724082446,"Intron (ENST00000340635/ENSG00000113448, intron 1 of 14)",5,58973688,59586499,612812,2,"ENSG00000113448","ENST00000360047",-23071,"5144","PDE4D","phosphodiesterase 4D"
"5",69167141,69167540,400,"*","*",0.351915747117484,"Promoter (<=1kb)",5,69167150,69178245,11096,1,"ENSG00000134057","ENST00000256442",0,"891","CCNB1","cyclin B1"
"14",65287117,65287681,565,"*","*",0.262896291562927,"Intron (ENST00000555736/ENSG00000258760, intron 1 of 3)",14,65279267,65281166,1900,1,"ENSG00000259078","ENST00000554374",7850,NA,NA,NA
"8",67061617,67062245,629,"*","*",0.288966926901693,"Promoter (<=1kb)",8,67043079,67062133,19055,2,"ENSG00000121022","ENST00000357849",0,"10987","COPS5","COP9 signalosome subunit 5"
"11",85663812,85664211,400,"*","*",0.302144645766177,"Promoter (<=1kb)",11,85660149,85664104,3956,2,"ENSG00000137504","ENST00000528561",0,"58487","CREBZF","CREB/ATF bZIP transcription factor"
"5",55977912,55978311,400,"*","*",0.360368599501142,"Promoter (<=1kb)",5,55978248,56111329,133082,1,"ENSG00000249236","ENST00000645512",0,NA,NA,NA
"2",55519640,55520039,400,"*","*",0.363692786348163,"Promoter (<=1kb)",2,55519646,55539543,19898,1,"ENSG00000163001","ENST00000406691",0,"112942","CFAP36","cilia and flagella associated protein 36"
"1",155017303,155017702,400,"*","*",0.316969979904253,"Promoter (2-3kb)",1,155014448,155016981,2534,1,"ENSG00000160685","ENST00000292176",2855,"51043","ZBTB7B","zinc finger and BTB domain containing 7B"
"3",11272332,11272731,400,"*","*",0.337129829319177,"Promoter (<=1kb)",3,11272348,11315388,43041,1,"ENSG00000197548","ENST00000451830",0,"10533","ATG7","autophagy related 7"
"22",39097209,39097608,400,"*","*",0.278206729363141,"Promoter (<=1kb)",22,39097224,39102558,5335,1,"ENSG00000100298","ENST00000421988",0,"164668","APOBEC3H","apolipoprotein B mRNA editing enzyme catalytic subunit 3H"
"3",141796682,141797081,400,"*","*",0.308775363095457,"Intron (ENST00000648835/ENSG00000285558, intron 2 of 2)",3,141778148,141818490,40343,1,"ENSG00000114124","ENST00000264952",18534,"131890","GRK7","G protein-coupled receptor kinase 7"
"4",183659258,183659657,400,"*","*",0.345694787144508,"Promoter (<=1kb)",4,183659267,183713594,54328,1,"ENSG00000168538","ENST00000357207",0,"60684","TRAPPC11","trafficking protein particle complex subunit 11"
"1",223726471,223726872,402,"*","*",0.284627650005521,"Intron (ENST00000433674/ENSG00000162909, intron 2 of 20)",1,223712539,223776018,63480,1,"ENSG00000162909","ENST00000295006",13932,"824","CAPN2","calpain 2"
"7",131106115,131106514,400,"*","*",0.36536543247647,"Promoter (<=1kb)",7,130944166,131106356,162191,2,"ENSG00000231721","ENST00000646429",0,"378805","LINC-PINT","long intergenic non-protein coding RNA, p53 induced transcript"
"5",157731347,157731746,400,"*","*",0.364166572087065,"Promoter (<=1kb)",5,157731420,157739578,8159,1,"ENSG00000113272","ENST00000521655",0,"54974","THG1L","tRNA-histidine guanylyltransferase 1 like"
"16",11206621,11207020,400,"*","*",0.274910854410436,"Intron (ENST00000572466/ENSG00000263033, intron 2 of 2)",16,11196177,11224969,28793,1,"ENSG00000263033","ENST00000572466",10444,NA,NA,NA
"5",43017650,43018049,400,"*","*",0.324103365940926,"Promoter (<=1kb)",5,43015995,43017984,1990,2,"ENSG00000177738","ENST00000684973",0,"648987","ANXA2R-OT1","ANXA2R overlapping transcript"
"15",41957632,41958031,400,"*","*",0.33607620562736,"Intron (ENST00000220325/ENSG00000103966, intron 1 of 5)",15,41941604,41972552,30949,2,"ENSG00000103966","ENST00000569223",14521,"30844","EHD4","EH domain containing 4"
"1",110034693,110035092,400,"*","*",0.310395679419886,"Promoter (<=1kb)",1,110034632,110054641,20010,1,"ENSG00000143093","ENST00000485775",61,"85369","STRIP1","striatin interacting protein 1"
"21",37220848,37221247,400,"*","*",0.345835920921411,"Promoter (<=1kb)",21,37221419,37237744,16326,1,"ENSG00000242553","ENST00000440629",-172,NA,NA,NA
"15",58933767,58934166,400,"*","*",0.378092059000703,"Promoter (<=1kb)",15,58879050,58933679,54630,2,"ENSG00000137776","ENST00000380516",-88,"79811","SLTM","SAFB like transcription modulator"
"15",90994303,90994702,400,"*","*",0.33095803875858,"Promoter (<=1kb)",15,90966040,90994535,28496,2,"ENSG00000198901","ENST00000394249",0,"9055","PRC1","protein regulator of cytokinesis 1"
"15",64355489,64355888,400,"*","*",0.312083251538329,"Promoter (<=1kb)",15,64171134,64356071,184938,2,"ENSG00000169118","ENST00000634654",183,"53944","CSNK1G1","casein kinase 1 gamma 1"
"2",101710590,101710989,400,"*","*",0.410763426596482,"Intron (ENST00000427603/ENSG00000071054, intron 3 of 4)",2,101698530,101891987,193458,1,"ENSG00000071054","ENST00000417294",12060,"9448","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4"
"19",12440674,12441073,400,"*","*",0.381338075591544,"Promoter (<=1kb)",19,12429706,12441021,11316,2,"ENSG00000180855","ENST00000301547",0,"10224","ZNF443","zinc finger protein 443"
"17",42112574,42112973,400,"*","*",0.265039934574968,"Promoter (<=1kb)",17,42101411,42112714,11304,2,"ENSG00000108771","ENST00000251642",0,"79132","DHX58","DExH-box helicase 58"
"3",39347272,39347671,400,"*","*",0.375147229990334,"Intron (ENST00000655387/ENSG00000287780, intron 3 of 3)",3,39338129,39338879,751,2,"ENSG00000238267","ENST00000435940",-8393,NA,NA,NA
"6",5261026,5261425,400,"*","*",0.33388761314974,"Promoter (<=1kb)",6,5261044,5771429,510386,1,"ENSG00000145982","ENST00000324331",0,"10667","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial"
"1",230642350,230642749,400,"*","*",0.37390544762527,"Promoter (<=1kb)",1,230642481,230693982,51502,1,"ENSG00000135775","ENST00000366669",0,"22796","COG2","component of oligomeric golgi complex 2"
"19",18495774,18496173,400,"*","*",0.270006003039591,"Intron (ENST00000262809/ENSG00000105656, intron 1 of 11)",19,18444751,18475933,31183,2,"ENSG00000105656","ENST00000596124",-19841,"8178","ELL","elongation factor for RNA polymerase II"
"10",73413700,73414099,400,"*","*",0.311271652518229,"Promoter (<=1kb)",10,73375101,73414058,38958,2,"ENSG00000138279","ENST00000372921",0,"310","ANXA7","annexin A7"
"22",37199182,37199581,400,"*","*",0.317201271462332,"Promoter (<=1kb)",22,37190553,37199385,8833,2,"ENSG00000133466","ENST00000497071",0,"114904","C1QTNF6","C1q and TNF related 6"
"2",218659199,218659598,400,"*","*",0.304285282225367,"Promoter (<=1kb)",2,218659376,218661916,2541,1,"ENSG00000074582","ENST00000456050",0,"617","BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"12",69738872,69739271,400,"*","*",0.389307405722386,"Promoter (<=1kb)",12,69739109,69756650,17542,1,"ENSG00000127328","ENST00000549760",0,"117177","RAB3IP","RAB3A interacting protein"
"22",28800189,28800588,400,"*","*",0.280335980774519,"Promoter (<=1kb)",22,28794557,28800558,6002,2,"ENSG00000100219","ENST00000403532",0,"7494","XBP1","X-box binding protein 1"
"12",68746144,68746543,400,"*","*",0.346145696237243,"Promoter (<=1kb)",12,68746176,68781468,35293,1,"ENSG00000175782","ENST00000398004",0,"55508","SLC35E3","solute carrier family 35 member E3"
"20",43590673,43591072,400,"*","*",0.366048708328984,"Promoter (<=1kb)",20,43590937,43647299,56363,1,"ENSG00000101052","ENST00000373030",0,"51098","IFT52","intraflagellar transport 52"
"15",56733046,56733445,400,"*","*",0.366161010271522,"Promoter (<=1kb)",15,56697763,56733494,35732,2,"ENSG00000137871","ENST00000558320",49,"54816","ZNF280D","zinc finger protein 280D"
"1",203629563,203629962,400,"*","*",0.29076150578541,"Promoter (2-3kb)",1,203626832,203744081,117250,1,"ENSG00000058668","ENST00000357681",2731,"493","ATP2B4","ATPase plasma membrane Ca2+ transporting 4"
"3",72996789,72997188,400,"*","*",0.325585735790484,"Promoter (<=1kb)",3,72996803,73064982,68180,1,"ENSG00000163605","ENST00000482242",0,"151987","PPP4R2","protein phosphatase 4 regulatory subunit 2"
"6",83067654,83068053,400,"*","*",0.370531372535428,"Promoter (<=1kb)",6,83067666,83168471,100806,1,"ENSG00000083097","ENST00000237163",0,"23033","DOP1A","DOP1 leucine zipper like protein A"
"17",7336500,7336899,400,"*","*",0.274880050923454,"Promoter (<=1kb)",17,7336529,7351477,14949,1,"ENSG00000072818","ENST00000158762",0,"9744","ACAP1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"17",50719519,50719918,400,"*","*",0.323459547538546,"Promoter (<=1kb)",17,50719565,50737360,17796,1,"ENSG00000108848","ENST00000625349",0,"51747","LUC7L3","LUC7 like 3 pre-mRNA splicing factor"
"3",14948056,14948455,400,"*","*",0.372938538755674,"Promoter (<=1kb)",3,14920347,14948424,28078,2,"ENSG00000225733","ENST00000430166",0,"100505641","FGD5-AS1","FGD5 antisense RNA 1"
"5",140114518,140114940,423,"*","*",0.351846295602734,"Promoter (<=1kb)",5,140114109,140125619,11511,1,"ENSG00000185129","ENST00000331327",409,"5813","PURA","purine rich element binding protein A"
"19",44643901,44644300,400,"*","*",0.413459158447332,"Promoter (<=1kb)",19,44643910,44663583,19674,1,"ENSG00000073008","ENST00000403059",0,"5817","PVR","PVR cell adhesion molecule"
"4",26583924,26584323,400,"*","*",0.357387960309843,"Promoter (<=1kb)",4,26584084,26754227,170144,1,"ENSG00000109680","ENST00000502873",0,"55296","TBC1D19","TBC1 domain family member 19"
"17",4987114,4987513,400,"*","*",0.282005081943518,"Promoter (<=1kb)",17,4967997,4987370,19374,2,"ENSG00000108509","ENST00000361571",0,"23125","CAMTA2","calmodulin binding transcription activator 2"
"12",13179562,13179961,400,"*","*",0.403889607908039,"Distal Intergenic",12,13196723,13215281,18559,1,"ENSG00000134531","ENST00000431267",-16762,"2012","EMP1","epithelial membrane protein 1"
"1",169485676,169486075,400,"*","*",0.357221026183963,"Promoter (<=1kb)",1,169463909,169485944,22036,2,"ENSG00000117479","ENST00000236137",0,"10560","SLC19A2","solute carrier family 19 member 2"
"14",36320254,36320653,400,"*","*",0.357169330562688,"Promoter (<=1kb)",14,36298564,36320637,22074,2,"ENSG00000151332","ENST00000416007",0,"51562","MBIP","MAP3K12 binding inhibitory protein 1"
"20",2508517,2508916,400,"*","*",0.342479107455589,"Promoter (<=1kb)",20,2481817,2508915,27099,2,"ENSG00000088876","ENST00000278772",0,"79175","ZNF343","zinc finger protein 343"
"2",43158535,43158934,400,"*","*",0.257215042694606,"Distal Intergenic",2,43097738,43132482,34745,2,"ENSG00000230587","ENST00000654095",-26053,NA,NA,NA
"3",40457281,40457680,400,"*","*",0.354700528606412,"Promoter (<=1kb)",3,40457292,40468587,11296,1,"ENSG00000188846","ENST00000338970",0,"9045","RPL14","ribosomal protein L14"
"1",153658673,153659072,400,"*","*",0.321529630942573,"Promoter (<=1kb)",1,153658703,153661852,3150,1,"ENSG00000143553","ENST00000368685",0,"23557","SNAPIN","SNAP associated protein"
"3",59480248,59480647,400,"*","*",0.419741687247621,"Intron (ENST00000668131/ENSG00000243295, intron 4 of 6)",3,59464330,59510678,46349,2,"ENSG00000242545","ENST00000486137",30031,NA,NA,NA
"4",98261748,98262147,400,"*","*",0.37795022816648,"Promoter (<=1kb)",4,98251688,98261630,9943,2,"ENSG00000214559","ENST00000356499",-118,NA,NA,NA
"15",74869874,74870273,400,"*","*",0.28127643553745,"Promoter (2-3kb)",15,74853757,74873029,19273,2,"ENSG00000140497","ENST00000569124",2756,"10066","SCAMP2","secretory carrier membrane protein 2"
"13",52617323,52617722,400,"*","*",0.326232614232202,"Promoter (<=1kb)",13,52617558,52637446,19889,1,"ENSG00000250299","ENST00000509685",0,NA,NA,NA
"12",48851837,48852236,400,"*","*",0.309591107710816,"Promoter (<=1kb)",12,48829756,48852163,22408,2,"ENSG00000174243","ENST00000308025",0,"9416","DDX23","DEAD-box helicase 23"
"1",205313586,205313985,400,"*","*",0.330654743185117,"Intron (ENST00000367157/ENSG00000163545, intron 1 of 6)",1,205302063,205321745,19683,2,"ENSG00000163545","ENST00000367157",7760,"81788","NUAK2","NUAK family kinase 2"
"9",35114202,35114601,400,"*","*",0.296614281273105,"Promoter (1-2kb)",9,35104112,35115850,11739,2,"ENSG00000005238","ENST00000378566",1249,"80256","FAM214B","family with sequence similarity 214 member B"
